user,rating,comment,ID,Sentiment,compound,sentiment,Neutral,Positive,Negative
Queex,10,One of the all-time greats.,13,,0,neutral,61,38,1
Tod Levi,10,"With the Seafarers Expansion, a near perfect game. A must-own for any gamer.",13,,0.5719,positive,61,38,1
mythboy,10,"The game that really started it all for me. I'f always loved games but this one has all the elements I love - no down time, constant interaction, non-zero sum, symmetric and no one gets kicked out early.  ",13,,0.5647,positive,61,38,1
Wazoo151,10,nan,13,,0,neutral,61,38,1
xzelan,10,nan,13,,0,neutral,61,38,1
hakkr,10,nan,13,,0,neutral,61,38,1
pinato,10,nan,13,,0,neutral,61,38,1
valthalion,10,nan,13,,0,neutral,61,38,1
brazz,10,nan,13,,0,neutral,61,38,1
zazenpanda,10,nan,13,,0,neutral,61,38,1
Dr-WhoopAss,10,nan,13,,0,neutral,61,38,1
barleyrooty,10,nan,13,,0,neutral,61,38,1
Mecoides,10,This is a beautifully designed game.  Everyone should try this at least once.,13,,0.5719,positive,61,38,1
Yoder,10,"One of the great ones. Of course, I played this game over and over until I was sick of it, so now as far as my desire to play goes it&#039;s probably a 6.",13,,0.8074,positive,61,38,1
Shooter,10,All time classic super favorite - my first German game!!! Easy to teach because the rules are intuitive.  Scoring is simple.,13,,0.8928,positive,61,38,1
Don Quixote,10,This game single handedly started my board game addiction back in the fall of 2002.  A must for any game player.,13,,0,neutral,61,38,1
krystrandya,10,"I am so glad this game exists.  Fun.  It's for the random folks who game.  Playable with folks who want to be gamers, but really like a bit more light fare.  The dice are the deciding factor.  I sware.. put everything on 9, it's better than 6/8 in our games :).  It reminds me of gambling a lot.  Hard if there is someone who gets seriously.. painfully beaten each time because the dot discussion on probabilities is a bit too much for them.  So.. in a certain group, it's great.  I still love it for certain groups.  ",13,,0.963,positive,61,38,1
JoaoPPP19,10,"Simply the best boardgame of all time. THE PERFECT game. It&#039;s impossible to have better. Klaus Teuber is the boardgame genious of the century. He must have one place in history. This game, in a scale of 1 to 10, deserves 12.",13,,0.9106,positive,61,38,1
Inquisitory,10,nan,13,,0,neutral,61,38,1
McSorley,10,nan,13,,0,neutral,61,38,1
tempus42,10,nan,13,,0,neutral,61,38,1
paevett,10,Despite the desperate luck factor it is massive fun (must be played quickly because someone often gets smacked). Greatness.,13,,0.6348,positive,61,38,1
Dayv,10,"Quite simply, this is the best and most elegant board game I have ever played.  I have hooked many of my friends on it over the last six years, many of them not people one would describe as game fans in general.  Its appeal is broad, and I have never grown tired of it.",13,,0.9382,positive,61,38,1
Marcus,10,Nothing to say... you should know it!,13,,0,neutral,61,38,1
Savage,10,nan,13,,0,neutral,61,38,1
Hrothgarrr,10,"                     Probably the best and most balanced four player game ever. Settlers defines simplicity in game play, which leads to wins by more than a few folks new to the game over more established players. The mechanics are a blend of sheer dumb luck, careful strategy, and some real good smak. I am the sheep king...baaaah........",13,,0.926,positive,61,38,1
jesta81,10,Great game for all gamers.,13,,0.6249,positive,61,38,1
kimmo,10,nan,13,,0,neutral,61,38,1
no_where_dense,10,"Own Kosmos (German) edition, which has much better graphics with cute small cards. I over played this (300+) just like many other people but I still play this time to time. Most expansions are also good, especially from Catan Book.",13,,0.9072,positive,61,38,1
busgat,10,Great game! Very easy to learn and very funny to play. Also with non gamers friends. I like it very much,13,,0.9586,positive,61,38,1
Ceara,10,nan,13,,0,neutral,61,38,1
Chris_Roberts,10,nan,13,,0,neutral,61,38,1
patbsucka,10,nan,13,,0,neutral,61,38,1
BonnieD24,10,"Best game ever designed, but I&#039;ve played it too much and now I&#039;m burnt out on the basic game.  Bring out any of the expansions, however, and I&#039;ll play anywhere, anytime!!  This is one of the few dice games that I really enjoy.  It&#039;s very exciting when you have a hand full of cards and you are praying that no one rolls a 7, or you have 2 cities on a 9 wheat field and a 9 is rolled!!!  Brilliant game by a brilliant game designer.",13,,0.9896,positive,61,38,1
dhoylman,10,nan,13,,0,neutral,61,38,1
cche,10,Still a favorite after more than 4500 plays.  Prefer 3 players. ,13,,0.6444,positive,61,38,1
drakezeus,10,"&quot;Hall of Fame&quot; game.  Simple rules, fast pace, always a chance to come back, make this game a crowd favorite.  Don&#039;t own it?  Slap yourself and run out and purchase a copy before someone notices.",13,,0.6808,positive,61,38,1
Anthony,10,nan,13,,0,neutral,61,38,1
ckessel,10,"Ok, maybe not a 10 anymore, but that&#039;s just because I&#039;ve played it to death.  A great blend of strategy, luck, and negotation.",13,,0.8402,positive,61,38,1
wakko77,10,Great game to get new players into strategy gaming.  Easy to learn and still has enough strategy to keep most players interested.  Lots of interaction between players which might help get the female audience interested as well.,13,,0.9498,positive,61,38,1
jjhalko,10,"Probably my favorite game.  Good blend of strategy and luck.  Games are usually close.  If using a sound plan, you&#039;re usually completively fighting for the win.",13,,0.8807,positive,61,38,1
zakspeed,10,nan,13,,0,neutral,61,38,1
heroquest,10,Great! A nice balance between strategy and luck combined wit a different board every time and true interaction among players.,13,,0.9184,positive,61,38,1
AxeCrazy,10,the game of games i guess,13,,0,neutral,61,38,1
Eric Brosius,10,"This is an excellent game as a game, but it also has a social interaction component that few games offer.  My favorite Settlers story comes from my friend Andy, who played a game in which all his opponents were extremely agreeable when it came to trading (""anyone trade me a sheep and a wood for a wood?  I need a sheep?""  ""Sure!"")  He was way too smart to do this.  Halfway through the game he realized he was hopelessly behind...  We always call this game ""Settlers"", but you can't find it using the Search function on BGG if you type in ""Settlers"".  It's stupid.",13,,0.9215,positive,61,38,1
sophist42,10,nan,13,,0,neutral,61,38,1
CitizenBob,10,nan,13,,0,neutral,61,38,1
ZeeGarcia,10,"An excellent card game with simple mechanics and a fast pace to it. Very convenient in that it plays a crowd (in about 40 minutes, no matter how many play) and stands up well to repeat performances.  The game is tricky to explain and I could see it at times not hitting the table because I can't muster the energy to teach it. ""Race for the Galaxy"" suffers from the same issue to a greater degree.  Also worth mentioning: The game has stunning artwork, but the cards aren't very good quality and will start to show wear rather quickly. ",68448,,-0.0878,negative,67,28,3
jridpath,10,nan,68448,,0,neutral,67,28,3
Nicolas Doguet,10,It's the first time a game made my top 5 so quickly. Exceptionally well balanced and addictive!,68448,,0.5788,positive,67,28,3
Adhemar,10,nan,68448,,0,neutral,67,28,3
shieldwolf,10,A card drafting game with direct interaction with you neighbors plays fast and up to 7 players Includes Leaders and Cities   Must Keep,68448,,0.25,positive,67,28,3
brafman,10,nan,68448,,0,neutral,67,28,3
mcpranno,10,nan,68448,,0,neutral,67,28,3
Zedsdead,10,"Amped up Fairy Tale.  Some cards are worth points, others give you resources so you can draft and play better cards later in the game.  Each player gets a different Wonder, with its own abilities and point systems.  Light and quick but definitely deep enough to be satisfying.  ",68448,,0.9032,positive,67,28,3
Hallow,10,nan,68448,,0,neutral,67,28,3
Inkygirl,10,nan,68448,,0,neutral,67,28,3
Torsten,10,nan,68448,,0,neutral,67,28,3
scsiboy,10,Ð˜Ð´ÐµÐ°Ð»ÑŒÐ½Ð°Ñ Ð¸Ð³Ñ€Ð° Ð¿Ñ€Ð¾ Ñ€Ð°Ð·Ð²Ð¸Ñ‚Ð¸Ðµ Ñ†Ð¸Ð²Ð¸Ð»Ð¸Ð·Ð°Ñ†Ð¸Ð¸. Ð‘Ñ‹ÑÑ‚Ñ€Ð¾ Ð¸ Ð»Ð¾Ð³Ð¸Ñ‡Ð½Ð¾. ÐŸÑ€Ð¸ ÑÑ‚Ð¾Ð¼ ÐµÑÑ‚ÑŒ Ð¸ Ð¼ÐµÑÑ‚Ð¾ ÑÑ‚Ñ€Ð°Ñ‚ÐµÐ³Ð¸Ð¸ Ð¸ ÑƒÐ¼ÐµÑ€ÐµÐ½Ð½Ð°Ñ Ð´Ð¾Ð»Ñ Ð²ÐµÐ·ÐµÐ½Ð¸Ñ. ÐžÑ‚Ð´ÐµÐ»ÑŒÐ½Ð¾ Ñ…Ð¾Ñ‡ÐµÑ‚ÑÑ Ð¾Ñ‚Ð¼ÐµÑ‚Ð¸Ñ‚ÑŒ Ð¼Ð°ÑÑˆÑ‚Ð°Ð±Ð¸Ñ€ÑƒÐµÐ¼Ð¾ÑÑ‚ÑŒ. Ð˜Ð³Ñ€Ð° 2010.,68448,,0,neutral,67,28,3
rhpenland,10,"Pros: - quick playing time allows me to get in games easily. - cards are nice and colorful.  It looks pretty on the table and gets the attention of folks passing by. - I enjoy the draft-and-pass mechanic to construct your play field.  - scales well for almost any number of players.  Cons: - the cards are a little flimsy and wear.  Can be eliminated by sleeving - but I hate sleeving :) - some of the backs of the cards (age 3) are slightly a different color than others.  Doesn't bother me much, and again can be eliminated by sleeving, but does bother some.   7/20/13 updating to a ten.  This is a great game my whole family enjoys.  We recently added the cities expansion which helped round out things nicely.  Also constructed the fan expansion lost wonders, which is fantastic.",68448,,0.9849,positive,67,28,3
joel_galaxy,10,nan,68448,,0,neutral,67,28,3
petejacko,10,"Fast paced and hugely rewarding game, in which the game develops extremely quickly. If you aren't watching your near neighbours closely and other opponents at all then the game can evolve without enough time to combat others, or remove critical choices from them. The choices are endless and there are many paths to collect points to win the game. I love card games and this one is really engaging, the cards are so well put together with all the reference required in symbols. Can't wait for expansions and for this title to true rank along and fully compete with Dominion as my favourite game that I own.",68448,,0.9453,positive,67,28,3
Darkseal,10,"Magic meets Civilization: if Dominion was similar to T2/Standard mechanics, 7 Wonders is a draft-like enticing game.With 7 players supported, it's really a wonderful game.",68448,,0.7425,positive,67,28,3
out4blood,10,"Bam! Easy 10. Scales perfectly well from 3 - 7. It really does only take 30 minutes and there is plenty of strategy. --- How is this game not #1? It's easy to teach, fast to play, engaging for all skill levels --even us hardcore mega-gamers, and more versatile than anything out there. Best with 3, 4, 5, 6, or even 7! I should stop buying other games and just play this more. Heck, Wifey even likes it!! Shoot, based on that I may need to adjust everything else down a notch.",68448,,0.9556,positive,67,28,3
Masa,10,nan,68448,,0,neutral,67,28,3
dkearns,10,"I'm sure this is a game that will improve once we know the various cards and chains.  UPGRADE.  I like playing 7W quite a bit, but teaching it is a real bastard.  UPGRADE.  This could be the perfect game.  Fast, fun, strategic, tactical, luck, free will, and smack talk.  And short enough to play over and over.",68448,,0.9684,positive,67,28,3
Jason Bailey,10,nan,68448,,0,neutral,67,28,3
tpelletier,10,"Easy to learn, super fast to play, great strategy and tactics!  This is an instant classic.",68448,,0.9273,positive,67,28,3
deacondavid,10,"Definitely one of the best titles of Essen 2010, which still hits the table by request over two years later.   Update (Nov 2019): It still hits the table these days...",68448,,0.7845,positive,67,28,3
kettch,10,nan,68448,,0,neutral,67,28,3
Lonster,10,"I love that it scales well for 2-7 players.  There just aren't many games that you can play with more than 5 players.  This fills a nice niche in the game collection.  I also really like shorter time length (30-45 min).  Now with a baby crawling around, we can still get a couple games in after she has gone to bed.",68448,,0.923,positive,67,28,3
larse,10,nan,68448,,0,neutral,67,28,3
SlikkRikk,10,"Okay, there's a learning curve here.  For an experienced gamer, though, it's only about one game.  After the first game I knew everything I had to know and started to work on trying different strategies.  It was around that second play that I really fell in love with it.  Gorgeous game that plays really, really well.  I can't believe such an involved game can play seven people in 30 minutes, but it can.  This is one of the best games of the year, no doubt.  *Update* - 13 plays later and it's made my 10 list.  Absolutely love it.",68448,,0.9631,positive,67,28,3
